S_S2_Bs_063_1	NADH-DEHYDROG-A-RXN
S_S2_Bs_063_970	RXN-10780
S_S2_Bs_063_970	RXN-4142
S_S2_Bs_063_970	RXN-10912
S_S2_Bs_063_970	RXN-10917
S_S2_Bs_063_970	RXN-10715
S_S2_Bs_063_970	RXN66-479
S_S2_Bs_063_970	RXN66-472
S_S2_Bs_063_970	RXN66-476
S_S2_Bs_063_970	RXN-16654
S_S2_Bs_063_970	RXN-16655
S_S2_Bs_063_970	RXN-16656
S_S2_Bs_063_970	RXN-16653
S_S2_Bs_063_970	RXN-15822
S_S2_Bs_063_971	RXN-14280
S_S2_Bs_063_971	ALDHDEHYDROG-RXN
S_S2_Bs_063_971	RXN-9758
S_S2_Bs_063_971	RXN-14225
S_S2_Bs_063_971	RXN-14224
S_S2_Bs_063_971	RXN-10089
S_S2_Bs_063_971	R222-RXN
S_S2_Bs_063_971	RXN-37
S_S2_Bs_063_971	RXN66-3
S_S2_Bs_063_971	RXN-15819
S_S2_Bs_063_971	RXN-15855
S_S2_Bs_063_971	RXN6666-5
S_S2_Bs_063_971	RXN-3443
S_S2_Bs_063_971	RXN-10780
S_S2_Bs_063_971	RXN-4142
S_S2_Bs_063_971	RXN-10912
S_S2_Bs_063_971	RXN-10917
S_S2_Bs_063_971	RXN-10715
S_S2_Bs_063_971	RXN66-479
S_S2_Bs_063_971	RXN66-472
S_S2_Bs_063_971	RXN66-476
S_S2_Bs_063_971	RXN-16654
S_S2_Bs_063_971	RXN-16655
S_S2_Bs_063_971	RXN-16656
S_S2_Bs_063_971	RXN-16653
S_S2_Bs_063_971	RXN-15822
S_S2_Bs_063_972	RXN-14280
S_S2_Bs_063_972	ALDHDEHYDROG-RXN
S_S2_Bs_063_972	RXN-9758
S_S2_Bs_063_972	RXN-14225
S_S2_Bs_063_972	RXN-14224
S_S2_Bs_063_972	RXN-10089
S_S2_Bs_063_972	R222-RXN
S_S2_Bs_063_972	RXN-37
S_S2_Bs_063_972	RXN66-3
S_S2_Bs_063_972	RXN-15819
S_S2_Bs_063_972	RXN-15855
S_S2_Bs_063_972	RXN6666-5
S_S2_Bs_063_972	RXN-3443
S_S2_Bs_063_972	RXN-10780
S_S2_Bs_063_972	RXN-4142
S_S2_Bs_063_972	RXN-10912
S_S2_Bs_063_972	RXN-10917
S_S2_Bs_063_972	RXN-10715
S_S2_Bs_063_972	RXN66-479
S_S2_Bs_063_972	RXN66-472
S_S2_Bs_063_972	RXN66-476
S_S2_Bs_063_972	RXN-16654
S_S2_Bs_063_972	RXN-16655
S_S2_Bs_063_972	RXN-16656
S_S2_Bs_063_972	RXN-16653
S_S2_Bs_063_972	RXN-15822
S_S2_Bs_063_973	RXN-14280
S_S2_Bs_063_973	ALDHDEHYDROG-RXN
S_S2_Bs_063_973	RXN-9758
S_S2_Bs_063_973	RXN-14225
S_S2_Bs_063_973	RXN-14224
S_S2_Bs_063_973	RXN-10089
S_S2_Bs_063_973	R222-RXN
S_S2_Bs_063_973	RXN-37
S_S2_Bs_063_973	RXN66-3
S_S2_Bs_063_973	RXN-15819
S_S2_Bs_063_973	RXN-15855
S_S2_Bs_063_973	RXN6666-5
S_S2_Bs_063_973	RXN-3443
S_S2_Bs_063_973	RXN-10780
S_S2_Bs_063_973	RXN-4142
S_S2_Bs_063_973	RXN-10912
S_S2_Bs_063_973	RXN-10917
S_S2_Bs_063_973	RXN-10715
S_S2_Bs_063_973	RXN66-479
S_S2_Bs_063_973	RXN66-472
S_S2_Bs_063_973	RXN66-476
S_S2_Bs_063_973	RXN-16654
S_S2_Bs_063_973	RXN-16655
S_S2_Bs_063_973	RXN-16656
S_S2_Bs_063_973	RXN-16653
S_S2_Bs_063_973	RXN-15822
S_S2_Bs_063_974	GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
S_S2_Bs_063_975	RXN0-5293
S_S2_Bs_063_976	RXN-11578
S_S2_Bs_063_977	RXN-13036
S_S2_Bs_063_978	RXN-12579
S_S2_Bs_063_978	TRIACYLGLYCEROL-LIPASE-RXN
S_S2_Bs_063_978	RXN-12086
S_S2_Bs_063_979	RXN-12579
S_S2_Bs_063_979	TRIACYLGLYCEROL-LIPASE-RXN
S_S2_Bs_063_979	RXN-12086
S_S2_Bs_063_980	RXN-12014
S_S2_Bs_063_981	AGMATIN-RXN
S_S2_Bs_063_982	ACYLPHOSPHATASE-RXN
S_S2_Bs_063_983	ACETATEKIN-RXN
S_S2_Bs_063_984	UREASE-RXN
S_S2_Bs_063_985	UREASE-RXN
S_S2_Bs_063_986	UREASE-RXN
S_S2_Bs_063_987	RXN-11322
S_S2_Bs_063_988	RXN-11322
S_S2_Bs_063_989	CEPHALOSPORIN-C-DEACETYLASE-RXN
S_S2_Bs_063_990	RXN-13759
S_S2_Bs_063_991	RXN-13758
S_S2_Bs_063_992	RXN-14715
S_S2_Bs_063_992	RXN-7911
S_S2_Bs_063_992	RXN-12521
S_S2_Bs_063_992	DIENOYLCOAREDUCT-RXN
S_S2_Bs_063_992	RXN-14776
S_S2_Bs_063_992	RXN-7835
S_S2_Bs_063_992	RXN-14790
S_S2_Bs_063_993	NAG1P-URIDYLTRANS-RXN
S_S2_Bs_063_994	2.3.1.157-RXN
S_S2_Bs_063_995	2.1.1.74-RXN
S_S2_Bs_063_998	DIACYLGLYKIN-RXN
S_S2_Bs_063_999	DIACYLGLYKIN-RXN
S_S2_Bs_063_1000	SPERMIDINESYN-RXN
S_S2_Bs_063_1001	1.2.1.27-RXN
S_S2_Bs_063_1001	RXN-11213
S_S2_Bs_063_1002	RXN-9958
S_S2_Bs_063_1003	RXN-6380
S_S2_Bs_063_1004	GLCNACPTRANS-RXN
S_S2_Bs_063_1005	HOMOSERKIN-RXN
S_S2_Bs_063_1006	TETHYDPICSUCC-RXN
S_S2_Bs_063_1008	RXN-10857
S_S2_Bs_063_1008	H2NEOPTERINALDOL-RXN
S_S2_Bs_063_1010	RXN-11573
S_S2_Bs_063_1011	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Bs_063_1012	IPPISOM-RXN
S_S2_Bs_063_1013	LYSYLTRANSFERASE-RXN
S_S2_Bs_063_1014	RXN-11843
S_S2_Bs_063_1015	RXN-11843
S_S2_Bs_063_1016	RXN-11842
S_S2_Bs_063_1017	RXN-11842
S_S2_Bs_063_1018	6.1.1.13-RXN
S_S2_Bs_063_1019	6.1.1.13-RXN
S_S2_Bs_063_1020	GLUTATHIONE-PEROXIDASE-RXN
S_S2_Bs_063_1021	CATECHOL-2-3-DIOXYGENASE-RXN
S_S2_Bs_063_1021	CATECHOL-23-DIOXYGENASE-RXN
S_S2_Bs_063_1021	RXN-11219
S_S2_Bs_063_1021	RXN-11218
S_S2_Bs_063_1021	RXN-13704
S_S2_Bs_063_1022	4.1.2.29-RXN
S_S2_Bs_063_1023	4.1.2.29-RXN
S_S2_Bs_063_1024	TRNA-URACIL-5--METHYLTRANSFERASE-RXN
S_S2_Bs_063_1025	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
S_S2_Bs_063_1026	OMEGA-AMIDASE-RXN
S_S2_Bs_063_1027	1.8.4.14-RXN
S_S2_Bs_063_1028	N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
S_S2_Bs_063_1029	2.3.1.89-RXN
S_S2_Bs_063_1030	3.2.1.96-RXN
S_S2_Bs_063_1031	PGLYCEROLTRANSI-RXN
S_S2_Bs_063_1032	PGLYCEROLTRANSI-RXN
S_S2_Bs_063_1033	PGLYCEROLTRANSI-RXN
S_S2_Bs_063_1034	RXN0-742
S_S2_Bs_063_1035	RXN-16194
S_S2_Bs_063_1035	RXN-16190
S_S2_Bs_063_1035	3.4.11.7-RXN
S_S2_Bs_063_1035	RXN-16201
S_S2_Bs_063_1036	HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN
S_S2_Bs_063_1037	METHYLACETOACETYLCOATHIOL-RXN
S_S2_Bs_063_1037	ACETYL-COA-ACETYLTRANSFER-RXN
S_S2_Bs_063_1037	RXN-12561
S_S2_Bs_063_1038	METHYLACETOACETYLCOATHIOL-RXN
S_S2_Bs_063_1038	ACETYL-COA-ACETYLTRANSFER-RXN
S_S2_Bs_063_1038	RXN-12561
S_S2_Bs_063_1039	ALANINE-DEHYDROGENASE-RXN
S_S2_Bs_063_1040	3.2.1.80-RXN
S_S2_Bs_063_1040	RXN-1841
S_S2_Bs_063_1041	UNDECAPRENOL-KINASE-RXN
S_S2_Bs_063_1042	3.1.26.8-RXN
S_S2_Bs_063_1043	MMUM-RXN
S_S2_Bs_063_1044	MMUM-RXN
S_S2_Bs_063_1045	5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN
S_S2_Bs_063_1045	RXN-14304
S_S2_Bs_063_1046	RXN-8529
S_S2_Bs_063_1047	ACETOLACTATE-DECARBOXYLASE-RXN
S_S2_Bs_063_1049	PROTOHEMEFERROCHELAT-RXN
S_S2_Bs_063_1050	RR-BUTANEDIOL-DEHYDROGENASE-RXN
S_S2_Bs_063_1051	RXN-11036
S_S2_Bs_063_1052	1.1.1.264-RXN
S_S2_Bs_063_1052	L-IDONATE-2-DEHYDROGENASE-RXN
S_S2_Bs_063_1053	LYSINE-RACEMASE-RXN
S_S2_Bs_063_1054	PSERPHOSPHA-RXN
S_S2_Bs_063_1054	RXN0-5114
S_S2_Bs_063_1055	PSERPHOSPHA-RXN
S_S2_Bs_063_1055	RXN0-5114
S_S2_Bs_063_1056	PSERPHOSPHA-RXN
S_S2_Bs_063_1056	RXN0-5114
S_S2_Bs_063_1057	3.6.3.35-RXN
S_S2_Bs_063_1058	CHLORIDE-PEROXIDASE-RXN
S_S2_Bs_063_1059	CHLORIDE-PEROXIDASE-RXN
S_S2_Bs_063_1060	RXN-11193
S_S2_Bs_063_1061	RXN-11193
S_S2_Bs_063_1063	THYKI-RXN
S_S2_Bs_063_1063	DURIDKI-RXN
S_S2_Bs_063_1064	RXN-11576
S_S2_Bs_063_1065	RXN-7919
S_S2_Bs_063_1065	GLYOXII-RXN
S_S2_Bs_063_1066	RXN-7919
S_S2_Bs_063_1066	GLYOXII-RXN
S_S2_Bs_063_1067	RXN-9068
S_S2_Bs_063_1067	RXN-1804
S_S2_Bs_063_1067	RXN-1803
S_S2_Bs_063_1067	LEVANSUCRASE-RXN
S_S2_Bs_063_1068	PGPPHOSPHA-RXN
S_S2_Bs_063_1068	RXN-13313
S_S2_Bs_063_1069	PGPPHOSPHA-RXN
S_S2_Bs_063_1069	RXN-13313
S_S2_Bs_063_1070	NAD-SYNTH-NH3-RXN
S_S2_Bs_063_1075	O-SUCCHOMOSERLYASE-RXN
S_S2_Bs_063_1076	3.2.1.65-RXN
S_S2_Bs_063_1077	INULOSUCRASE-RXN
S_S2_Bs_063_1077	RXN-15518
S_S2_Bs_063_1078	RXN-16135
S_S2_Bs_063_1078	RXN-14266
S_S2_Bs_063_1078	TIGLYLCOA-HYDROXY-RXN
S_S2_Bs_063_1078	RXN-11244
S_S2_Bs_063_1078	RXN0-6513
S_S2_Bs_063_1078	ENOYL-COA-HYDRAT-RXN
S_S2_Bs_063_1078	RXN-13616
S_S2_Bs_063_1078	METHYLACYLYLCOA-HYDROXY-RXN
S_S2_Bs_063_1078	RXN-14276
S_S2_Bs_063_1078	RXN-10704
S_S2_Bs_063_1078	RXN-10705
S_S2_Bs_063_1078	RXN-7838
S_S2_Bs_063_1078	RXN-10697
S_S2_Bs_063_1079	TEICHOICSYN2-RXN
S_S2_Bs_063_1080	RXN0-262
S_S2_Bs_063_1080	RXN-16427
S_S2_Bs_063_1080	RXN-16456
S_S2_Bs_063_1081	3.4.21.96-RXN
S_S2_Bs_063_1082	ORNDECARBOX-RXN
S_S2_Bs_063_1083	3.4.11.1-RXN
S_S2_Bs_063_1084	5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN
S_S2_Bs_063_1085	RXN-14150
S_S2_Bs_063_1086	RXN-14149
S_S2_Bs_063_1087	MYO-INOSOSE-2-DEHYDRATASE-RXN
S_S2_Bs_063_1088	DEOXYADENOSINE-KINASE-RXN
S_S2_Bs_063_1089	DEOXYCYTIDINE-KINASE-RXN
S_S2_Bs_063_1089	RXN-14100
S_S2_Bs_063_1089	DEOXYGUANOSINE-KINASE-RXN
S_S2_Bs_063_1089	RXN-14098
S_S2_Bs_063_1089	RXN-14099
S_S2_Bs_063_1089	RXN-14093
S_S2_Bs_063_1089	DEOXYADENOSINE-KINASE-RXN
S_S2_Bs_063_1090	SAMDECARB-RXN
S_S2_Bs_063_1091	SULFITE-REDUCTASE-FERREDOXIN-RXN
S_S2_Bs_063_1093	RXN-12613
S_S2_Bs_063_1093	THIAMINASE-RXN
S_S2_Bs_063_1094	R229-RXN
S_S2_Bs_063_1095	RXN-9789
S_S2_Bs_063_1096	RXN-9789
S_S2_Bs_063_1097	RXN0-5304
S_S2_Bs_063_1097	RXN-15710
S_S2_Bs_063_1098	R621-RXN
S_S2_Bs_063_1099	SERINE--PYRUVATE-AMINOTRANSFERASE-RXN
S_S2_Bs_063_1100	SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Bs_063_1100	SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Bs_063_1101	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Bs_063_1102	UDPGLCNACEPIM-RXN
S_S2_Bs_063_1103	ACETATE--COA-LIGASE-RXN
S_S2_Bs_063_1104	ACETATE--COA-LIGASE-RXN
S_S2_Bs_063_1105	3.6.3.7-RXN
S_S2_Bs_063_1106	N-ACETYLNEURAMINATE-SYNTHASE-RXN
S_S2_Bs_063_1107	GLUCOSE-1-DEHYDROGENASE-RXN
S_S2_Bs_063_1108	GLUCOSE-1-DEHYDROGENASE-RXN
S_S2_Bs_063_1109	DNA-LIGASE-ATP-RXN
S_S2_Bs_063_1110	2.7.8.14-RXN
S_S2_Bs_063_1111	2.7.8.14-RXN
S_S2_Bs_063_1115	2.7.7.40-RXN
S_S2_Bs_063_1116	RXN-10002
S_S2_Bs_063_1118	RXN0-5359
S_S2_Bs_063_1119	RXN0-5359
S_S2_Bs_063_1120	RXN0-5359
S_S2_Bs_063_1121	RXN0-7124
S_S2_Bs_063_1121	RXN-11236
S_S2_Bs_063_1121	RXN0-3501
S_S2_Bs_063_1122	RXN0-7124
S_S2_Bs_063_1122	RXN-11236
S_S2_Bs_063_1122	RXN0-3501
S_S2_Bs_063_1123	RXN0-7124
S_S2_Bs_063_1123	RXN-11236
S_S2_Bs_063_1123	RXN0-3501
S_S2_Bs_063_1124	ENTMULTI-RXN
S_S2_Bs_063_1125	ENTMULTI-RXN
S_S2_Bs_063_1126	ENTMULTI-RXN
S_S2_Bs_063_1127	RXN-15727
S_S2_Bs_063_1127	ACECOATRANS-RXN
S_S2_Bs_063_1127	R11-RXN
S_S2_Bs_063_1128	RXN-15727
S_S2_Bs_063_1128	ACECOATRANS-RXN
S_S2_Bs_063_1128	R11-RXN
S_S2_Bs_063_1129	RXN-12710
S_S2_Bs_063_1129	RXN-14774
S_S2_Bs_063_1129	RXN-11246
S_S2_Bs_063_1129	RXN-13617
S_S2_Bs_063_1129	RXN-14793
S_S2_Bs_063_1129	RXN-14799
S_S2_Bs_063_1129	RXN-16137
S_S2_Bs_063_1129	RXN-14803
S_S2_Bs_063_1129	KETOACYLCOATHIOL-RXN
S_S2_Bs_063_1129	RXN-12565
S_S2_Bs_063_1129	RXN-14788
S_S2_Bs_063_1129	RXN-14274
S_S2_Bs_063_1129	RXN-14277
S_S2_Bs_063_1129	RXN-14268
S_S2_Bs_063_1129	RXN-14394
S_S2_Bs_063_1129	RXN-10700
S_S2_Bs_063_1129	RXN-10701
S_S2_Bs_063_1129	RXN-10699
S_S2_Bs_063_1130	GLYOXYLATE-REDUCTASE-NADP+-RXN
S_S2_Bs_063_1131	HYDROXYPYRUVATE-REDUCTASE-RXN
S_S2_Bs_063_1132	DHBAMPLIG-RXN
S_S2_Bs_063_1132	RXN-14814
S_S2_Bs_063_1133	RXN-11361
S_S2_Bs_063_1134	RXN-11361
S_S2_Bs_063_1135	GABATRANSAM-RXN
S_S2_Bs_063_1135	RXN-2901
S_S2_Bs_063_1136	2.6.1.22-RXN
S_S2_Bs_063_1137	GLUCARDEHYDRA-RXN
S_S2_Bs_063_1138	2.8.3.9-RXN
S_S2_Bs_063_1139	2.8.3.9-RXN
S_S2_Bs_063_1140	RXN-11245
S_S2_Bs_063_1140	RXN-12750
S_S2_Bs_063_1140	RXN-12570
S_S2_Bs_063_1140	RXN-16133
S_S2_Bs_063_1140	RXN-12705
S_S2_Bs_063_1140	RXN-14275
S_S2_Bs_063_1140	RXN-12490
S_S2_Bs_063_1140	RXN-10698
S_S2_Bs_063_1140	RXN-10702
S_S2_Bs_063_1140	RXN-10703
S_S2_Bs_063_1140	RXN-11662
S_S2_Bs_063_1140	RXN0-2044
S_S2_Bs_063_1140	OHACYL-COA-DEHYDROG-RXN
S_S2_Bs_063_1141	RXN-8344
S_S2_Bs_063_1142	RXN8J2-136
S_S2_Bs_063_1143	GLUCONOKIN-RXN
S_S2_Bs_063_1146	3.6.3.44-RXN
S_S2_Bs_063_1147	3.6.3.44-RXN
S_S2_Bs_063_1148	DHBDEHYD-RXN
S_S2_Bs_063_1149	ALLANTOINASE-RXN
S_S2_Bs_063_1150	ALLANTOATE-DEIMINASE-RXN
S_S2_Bs_063_1151	RXN0-7024
S_S2_Bs_063_1152	ISOCHORMAT-RXN
S_S2_Bs_063_1153	FORMIMINOGLUTAMASE-RXN
S_S2_Bs_063_1154	TARTRATE-DEHYDROGENASE-RXN
S_S2_Bs_063_1154	RXN-8643
S_S2_Bs_063_1155	TARTRATE-DECARBOXYLASE-RXN
S_S2_Bs_063_1156	RXN-12618
S_S2_Bs_063_1157	RXN-12618
S_S2_Bs_063_1158	MANNPDEHYDROG-RXN
S_S2_Bs_063_1159	RXN66-336
S_S2_Bs_063_1159	RXN-6601
S_S2_Bs_063_1159	GAMMA-GLUTAMYLTRANSFERASE-RXN
S_S2_Bs_063_1159	RXN-9157
S_S2_Bs_063_1160	RXN66-336
S_S2_Bs_063_1160	RXN-6601
S_S2_Bs_063_1160	GAMMA-GLUTAMYLTRANSFERASE-RXN
S_S2_Bs_063_1160	RXN-9157
S_S2_Bs_063_1161	2.3.1.118-RXN
S_S2_Bs_063_1162	1.1.1.261-RXN
S_S2_Bs_063_1163	RXN-11136
S_S2_Bs_063_1164	3.1.21.7-RXN
S_S2_Bs_063_1165	TDPFUCACTRANS-RXN
S_S2_Bs_063_1166	ABC-64-RXN
S_S2_Bs_063_1166	3.6.3.36-RXN
S_S2_Bs_063_1167	BADH-RXN
S_S2_Bs_063_1168	1.1.1.83-RXN
S_S2_Bs_063_1169	METHYLISOCITRATE-LYASE-RXN
S_S2_Bs_063_1170	2-METHYLCITRATE-DEHYDRATASE-RXN
S_S2_Bs_063_1171	RXN-2962
S_S2_Bs_063_1172	RXN-2962
S_S2_Bs_063_1173	R10-RXN
S_S2_Bs_063_1174	PHENDEHYD-RXN
S_S2_Bs_063_1176	XYLISOM-RXN
S_S2_Bs_063_1176	GLUCISOM-RXN
S_S2_Bs_063_1177	3.5.2.17-RXN
S_S2_Bs_063_1178	1.1.1.215-RXN
S_S2_Bs_063_1179	FORMYLTHFDEFORMYL-RXN
S_S2_Bs_063_1180	NADH-DEHYDROGENASE-RXN
S_S2_Bs_063_1181	NADH-DEHYDROGENASE-RXN
S_S2_Bs_063_1182	NADH-DEHYDROGENASE-RXN
S_S2_Bs_063_1183	RXN0-6973
S_S2_Bs_063_1183	RXN-15341
S_S2_Bs_063_1183	RXN-13418
S_S2_Bs_063_1183	RXN0-280
S_S2_Bs_063_1184	RXN-8342
S_S2_Bs_063_1185	GMP-REDUCT-RXN
S_S2_Bs_063_1186	3.6.1.41-RXN
S_S2_Bs_063_1187	RXN0-5116
S_S2_Bs_063_1187	RIBULOKIN-RXN
S_S2_Bs_063_1188	RXN-8505
S_S2_Bs_063_1189	3.6.3.32-RXN
S_S2_Bs_063_1189	RXN-8638
S_S2_Bs_063_1190	RXN-15920
S_S2_Bs_063_1191	RXN-14347
S_S2_Bs_063_1192	RXN-12365
S_S2_Bs_063_1192	FERREDOXIN--NAD+-REDUCTASE-RXN
S_S2_Bs_063_1193	RXNI-2
S_S2_Bs_063_1193	3-OXOACID-COA-TRANSFERASE-RXN
S_S2_Bs_063_1194	RXNI-2
S_S2_Bs_063_1194	3-OXOACID-COA-TRANSFERASE-RXN
S_S2_Bs_063_1195	LYSINE-23-AMINOMUTASE-RXN
S_S2_Bs_063_1196	ASPARTASE-RXN
S_S2_Bs_063_1197	GALACTARDEHYDRA-RXN
S_S2_Bs_063_1198	GALACTARDEHYDRA-RXN
S_S2_Bs_063_1199	1.1.1.127-RXN
S_S2_Bs_063_1200	3.4.13.21-RXN
S_S2_Bs_063_1201	DSERDEAM-RXN
S_S2_Bs_063_1202	3.2.1.99-RXN
S_S2_Bs_063_1203	3.2.1.99-RXN
S_S2_Bs_063_1204	HISTIDINE-AMMONIA-LYASE-RXN
S_S2_Bs_063_1205	R12-RXN
S_S2_Bs_063_1206	3.4.11.5-RXN
S_S2_Bs_063_1207	3.2.1.89-RXN
S_S2_Bs_063_1208	RXN-16322
S_S2_Bs_063_1208	2-NITROPROPANE-DIOXYGENASE-RXN
S_S2_Bs_063_1209	3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN
S_S2_Bs_063_1210	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
S_S2_Bs_063_1212	D-ALANINE-AMINOTRANSFERASE-RXN
S_S2_Bs_063_1213	ENOYL-ACP-REDUCT-NADPH-RXN
S_S2_Bs_063_1214	R145-RXN
S_S2_Bs_063_1215	3.2.1.78-RXN
S_S2_Bs_063_1216	3.2.1.78-RXN
S_S2_Bs_063_1217	3.2.1.78-RXN
S_S2_Bs_063_1218	MALTOSE-PHOSPHORYLASE-RXN
S_S2_Bs_063_1219	PYRUVATE-CARBOXYLASE-RXN
S_S2_Bs_063_1220	PHOSPHOENOLPYRUVATE-MUTASE-RXN
S_S2_Bs_063_1221	FMNREDUCT-RXN
S_S2_Bs_063_1222	IMIDAZOLONEPROPIONASE-RXN
S_S2_Bs_063_1223	UROCANATE-HYDRATASE-RXN
S_S2_Bs_063_1224	4.2.1.41-RXN
S_S2_Bs_063_1225	ARGINASE-RXN
S_S2_Bs_063_1225	RXN-34
S_S2_Bs_063_1226	1.2.4.4-RXN
S_S2_Bs_063_1226	KETOISOCAPROATE-RXN
S_S2_Bs_063_1226	METHYLVALERATE-RXN
S_S2_Bs_063_1227	1.2.4.4-RXN
S_S2_Bs_063_1227	KETOISOCAPROATE-RXN
S_S2_Bs_063_1227	METHYLVALERATE-RXN
S_S2_Bs_063_1229	R82-RXN
S_S2_Bs_063_1230	D-LYXOSE-KETOL-ISOMERASE-RXN
S_S2_Bs_063_1231	TRANS-PENTAPRENYLTRANSFERASE-RXN
S_S2_Bs_063_1232	LCYSDESULF-RXN
S_S2_Bs_063_1232	RXN-15130
S_S2_Bs_063_1232	HOMOSERDEAM-RXN
S_S2_Bs_063_1232	CYSTHIOCYS-RXN
S_S2_Bs_063_1233	HOMOCYSTEINE-DESULFHYDRASE-RXN
S_S2_Bs_063_1234	RXN-13032
S_S2_Bs_063_1235	GLYCEROL-3-PHOSPHATE-OXIDASE-RXN
S_S2_Bs_063_1236	4-HYDROXYBENZOATE-DECARBOXYLASE-RXN
S_S2_Bs_063_1237	4-HYDROXYBENZOATE-DECARBOXYLASE-RXN
S_S2_Bs_063_1238	HALOALKANE-DEHALOGENASE-RXN
S_S2_Bs_063_1238	LINB1-RXN
S_S2_Bs_063_1238	DHLAXANAU-RXN
S_S2_Bs_063_1238	LINB2-RXN
S_S2_Bs_063_1240	PROTOPORGENOXI-RXN
S_S2_Bs_063_1241	GLYCOLATE-REDUCTASE-RXN
S_S2_Bs_063_1242	ORNITHINE-GLU-AMINOTRANSFORASE-RXN
S_S2_Bs_063_1242	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
S_S2_Bs_063_1243	RXN-12164
S_S2_Bs_063_1244	RXN-12164
S_S2_Bs_063_1245	RXN-12164
S_S2_Bs_063_1246	RXN-12164
S_S2_Bs_063_1249	3.1.31.1-RXN
S_S2_Bs_063_1250	3.1.31.1-RXN
S_S2_Bs_063_1251	DEOXYGUANOSINE-KINASE-RXN
S_S2_Bs_063_1252	AZOBENZENE-REDUCTASE-RXN
S_S2_Bs_063_1253	RXN-14697
S_S2_Bs_063_1253	RXN-14696
S_S2_Bs_063_1254	RXN8J2-139
S_S2_Bs_063_1256	GLUTAMATE-DEHYDROGENASE-RXN
S_S2_Bs_063_1257	GLUTAMATE-DEHYDROGENASE-RXN
S_S2_Bs_063_1258	3.4.11.14-RXN
S_S2_Bs_063_1259	2.3.1.168-RXN
S_S2_Bs_063_1259	MBCOA-DHLIPOAMIDE-RXN
S_S2_Bs_063_1259	ISOVALERYLCOA-DHLIPOAMIDE-RXN
S_S2_Bs_063_1260	RXN-12609
S_S2_Bs_063_1261	RXN-8674
S_S2_Bs_063_1261	RXN-8672
S_S2_Bs_063_1261	RXN-8673
S_S2_Bs_063_1261	1.4.3.19-RXN
S_S2_Bs_063_1264	3.4.24.28-RXN
S_S2_Bs_063_1265	3.4.24.28-RXN
S_S2_Bs_063_1267	RXN-15830
S_S2_Bs_063_1267	CYTOCHROME-C-OXIDASE-RXN
S_S2_Bs_063_1268	RXN-15830
S_S2_Bs_063_1268	CYTOCHROME-C-OXIDASE-RXN
S_S2_Bs_063_1269	RXN-15830
S_S2_Bs_063_1269	CYTOCHROME-C-OXIDASE-RXN
S_S2_Bs_063_1270	RXN-15830
S_S2_Bs_063_1270	CYTOCHROME-C-OXIDASE-RXN
S_S2_Bs_063_1271	RXN8J2-137
S_S2_Bs_063_1272	LEUCINE-DEHYDROGENASE-RXN
S_S2_Bs_063_1278	RXN-14312
S_S2_Bs_063_1279	RXN-14312
S_S2_Bs_063_1280	RXN-14312
S_S2_Bs_063_1281	RXN-14312
S_S2_Bs_063_1282	RXN-14312
S_S2_Bs_063_1283	RXN-16285
S_S2_Bs_063_1284	RXN-16285
S_S2_Bs_063_1285	RXN-12268
S_S2_Bs_063_1286	RXN-12268
S_S2_Bs_063_1287	1.2.1.67-RXN
S_S2_Bs_063_1288	1.2.1.67-RXN
S_S2_Bs_063_1289	4.2.2.2-RXN
S_S2_Bs_063_1290	4.2.2.2-RXN
S_S2_Bs_063_1291	4.2.2.10-RXN
S_S2_Bs_063_1291	RXN-14897
S_S2_Bs_063_1292	4.2.2.10-RXN
S_S2_Bs_063_1292	RXN-14897
S_S2_Bs_063_1293	OXALATE-DECARBOXYLASE-RXN
S_S2_Bs_063_1294	OXALATE-DECARBOXYLASE-RXN
S_S2_Bs_063_1295	3.4.21.62-RXN
S_S2_Bs_063_1296	3.4.21.62-RXN
S_S2_Bs_063_1301	2.7.10.1-RXN
S_S2_Bs_063_1302	2.7.10.1-RXN
S_S2_Bs_063_1303	FORMALDEHYDE-DEHYDROGENASE-RXN
S_S2_Bs_063_1304	FORMALDEHYDE-DEHYDROGENASE-RXN
S_S2_Bs_063_1305	NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN
S_S2_Bs_063_1306	NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN
S_S2_Bs_063_1307	RXN66-169
S_S2_Bs_063_1307	RXN66-161
S_S2_Bs_063_1307	RXN66-163
S_S2_Bs_063_1307	RXN66-146
S_S2_Bs_063_1307	UNSPECIFIC-MONOOXYGENASE-RXN
S_S2_Bs_063_1307	RXN-8872
